CatalogID,Release,Type,Product,Domain,Resolution,Deprecated,MinDate,MaxDate,MinYear,MaxYear,TimeSeriesType,DataType,DataUnit,DataScaleFactor,DataOffset,Data.URL,Metadata.URL
R4D056,Release4,Snow,Snowpack Proportional Reduction in Late Season Growing Degree Days (2002-2021),UG,27m,FALSE,1/1/02,12/31/21,2002,2021,Single,numeric,proportion,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_GDD_reduction_late_2002_2021_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_GDD_reduction_late_2002_2021_27m_v1_metadata.xml
R4D057,Release4,Snow,Snowpack Duration Mean (Water Year 1993 - 2022),UG,27m,FALSE,10/1/92,9/30/22,2002,2022,Single,numeric,days,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_length_mean_1993_2022_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_length_mean_1993_2022_27m_v1_metadata.xml
R4D058,Release4,Snow,Snowpack Duration Standard Deviation (Water Year 1993 - 2022),UG,27m,FALSE,10/1/92,9/30/22,2002,2022,Single,numeric,days,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_length_sd_1993_2022_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_length_sd_1993_2022_27m_v1_metadata.xml
R4D059,Release4,Snow,Snowpack Onset Day of Year Mean (1993 - 2022),UG,27m,FALSE,10/1/92,9/30/22,2002,2022,Single,numeric,day of year,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_onset_mean_1993_2022_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_onset_mean_1993_2022_27m_v1_metadata.xml
R4D060,Release4,Snow,Snowpack Onset Day of Year Standard Deviation (1993-2022),UG,27m,FALSE,10/1/92,9/30/22,2002,2022,Single,numeric,day of year,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_onset_sd_1993_2022_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_onset_sd_1993_2022_27m_v1_metadata.xml
R4D061,Release4,Snow,Snowpack Persistence Day of Year Mean (1993 - 2022),UG,27m,FALSE,10/1/92,9/30/22,2002,2022,Single,numeric,day of year,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_persistence_mean_1993_2022_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_persistence_mean_1993_2022_27m_v1_metadata.xml
R4D062,Release4,Snow,Snowpack Persistence Day of Year Standard Deviation (1993-2022),UG,27m,FALSE,10/1/92,9/30/22,2002,2022,Single,numeric,day of year,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_persistence_sd_1993_2022_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_persistence_sd_1993_2022_27m_v1_metadata.xml
R4D063,Release4,Snow,Snowpack Persistence Uncertainty Yearly Timeseries,UG,27m,FALSE,1/1/93,9/30/22,1993,2022,Yearly,numeric,day of year,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_persistence_predsd_yearly_27m_v1/UG_snow_persistence_predsd_year_{year}_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_persistence_predsd_yearly_27m_v1_metadata.xml
R4D064,Release4,Snow,Snowpack Onset Uncertainty Yearly Timeseries,UG,27m,FALSE,10/1/92,9/30/22,1993,2022,Yearly,numeric,day of year,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_onset_predsd_yearly_27m_v1/UG_snow_onset_predsd_year_{year}_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_onset_predsd_yearly_27m_v1_metadata.xml
R4D065,Release4,Climate,Maximum 2m Air Temperature Uncertainty Daily Timeseries,UG,81m,FALSE,11/1/01,10/30/22,2001,2022,Daily,numeric,degrees celcius,10000,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_2m_tmax_daily_81m_v1/bayes_tmax_year_{year}_day_0{day}_se.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_2m_tmax_se_daily_81m_v1_metadata.xml
R4D066,Release4,Climate,Minimum 2m Air Temperature Uncertainty Daily Timeseries,UG,81m,FALSE,11/1/01,10/30/22,2001,2022,Daily,numeric,degrees celcius,10000,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_2m_tmin_daily_81m_v1/bayes_tmin_year_{year}_day_0{day}_se.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_2m_tmin_se_daily_81m_v1_metadata.xml
R5D001,Release5,Vegetation,"9 m Resolution Horizontal Canopy Cover for the Gunnison, Grand Mesa, and Uncompaghre National Forests based on 2015 - 2021 LiDAR data",GMUG,9m,FALSE,1/1/15,12/31/21,2015,2021,Single,float32,proportion,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_canopy_ccov_9m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_canopy_ccov_9m_v1_metadata.xml
R5D002,Release5,Vegetation,"9 m Resolution Canopy Height Coefficient of Variation for the Gunnison, Grand Mesa, and Uncompaghre National Forests based on 2015 - 2021 LiDAR data",GMUG,9m,FALSE,1/1/15,12/31/21,2015,2021,Single,float32,meters above ground surface,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_canopy_coefvar_9m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_canopy_coefvar_9m_v1_metadata.xml
R5D003,Release5,Vegetation,"9 m Resolution Horizontal Understory Cover for the Gunnison, Grand Mesa, and Uncompaghre National Forests based on 2015 - 2021 LiDAR data",GMUG,9m,FALSE,1/1/15,12/31/21,2015,2021,Single,float32,proportion,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_canopy_ucov_9m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_canopy_ucov_9m_v1_metadata.xml
R5D004,Release5,Vegetation,"9 m Resolution 80th Percentile Canopy Height for the Gunnison, Grand Mesa, and Uncompaghre National Forests based on 2015 - 2021 LiDAR data",GMUG,9m,FALSE,1/1/15,12/31/21,2015,2021,Single,float32,meters above ground surface,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_canopy_z80_9m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_canopy_z80_9m_v1_metadata.xml
R5D005,Release5,Vegetation,"9 m Resolution Mean Canopy Height for the Gunnison, Grand Mesa, and Uncompaghre National Forests based on 2015 - 2021 LiDAR data",GMUG,9m,FALSE,1/1/15,12/31/21,2015,2021,Single,float32,Meters above ground surface,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_canopy_zmean_9m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_canopy_zmean_9m_v1_metadata.xml
R5D006,Release5,Topo,"3 m Resolution Topographic Aspect for the Gunnison, Grand Mesa, and Uncompaghre National Forests based on 2015 - 2021 LiDAR data",GMUG,3m,FALSE,1/1/15,12/31/21,2015,2021,Single,float32,degrees clockwise from north,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_topo_aspect_3m_v2.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_topo_aspect_3m_v2_metadata.xml
R5D007,Release5,Topo,"9 m Resolution Topographic Aspect for the Gunnison, Grand Mesa, and Uncompaghre National Forests based on 2015 - 2021 LiDAR data",GMUG,9m,FALSE,1/1/15,12/31/21,2015,2021,Single,float32,degrees clockwise from north,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_topo_aspect_9m_v2.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_topo_aspect_9m_v2_metadata.xml
R5D008,Release5,Topo,"3 m Resolution Bare Earth Digital Elevation Model (DEM) for the Gunnison, Grand Mesa, and Uncompaghre National Forests based on 2015 - 2021 LiDAR data",GMUG,3m,FALSE,1/1/15,12/31/21,2015,2021,Single,float32,meters above the EGM96 Geoid.,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_topo_dem_3m_v2.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_topo_dem_3m_v2_metadata.xml
R5D009,Release5,Topo,"9 m Resolution Bare Earth Digital Elevation Model (DEM) for the Gunnison, Grand Mesa, and Uncompaghre National Forests based on 2015 - 2021 LiDAR data",GMUG,9m,FALSE,1/1/15,12/31/21,2015,2021,Single,float32,meters above the EGM96 Geoid.,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_topo_dem_9m_v2.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_topo_dem_9m_v2_metadata.xml
R5D010,Release5,Topo,"9 m Resolution Log-transformed Flow Accumulation for the Gunnison, Grand Mesa, and Uncompaghre National Forests based on 2015 - 2021 LiDAR data",GMUG,9m,FALSE,1/1/15,12/31/21,2015,2021,Single,float32,ln(m^2),1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_topo_flowacc_9m_v2.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_topo_flowacc_9m_v2_metadata.xml
R5D011,Release5,Topo,"3 m Resolution Hillshade Visualization of a Bare Earth Digital Elevation Model (DEM) for the Gunnison, Grand Mesa, and Uncompaghre National Forests based on 2015 - 2021 LiDAR data",GMUG,3m,FALSE,1/1/15,12/31/21,2015,2021,Single,uint8,none,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_topo_hillshade_3m_v2.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_topo_hillshade_3m_v2_metadata.xml
R5D012,Release5,Topo,"9 m Resolution Hillshade Visualization of a Bare Earth Digital Elevation Model (DEM) for the Gunnison, Grand Mesa, and Uncompaghre National Forests based on 2015 - 2021 LiDAR data",GMUG,9m,FALSE,1/1/15,12/31/21,2015,2021,Single,uint8,none,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_topo_hillshade_9m_v2.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_topo_hillshade_9m_v2_metadata.xml
R5D013,Release5,Topo,"3 m Resolution Terrain Slope for the Gunnison, Grand Mesa, and Uncompaghre National Forests based on 2015 - 2021 LiDAR data",GMUG,3m,FALSE,1/1/15,12/31/21,2015,2021,Single,float32,degrees,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_topo_slope_3m_v2.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_topo_slope_3m_v2_metadata.xml
R5D014,Release5,Topo,"9 m Resolution Terrain Slope for the Gunnison, Grand Mesa, and Uncompaghre National Forests based on 2015 - 2021 LiDAR data",GMUG,9m,FALSE,1/1/15,12/31/21,2015,2021,Single,float32,degrees,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_topo_slope_9m_v2.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_topo_slope_9m_v2_metadata.xml
R5D015,Release5,Radiation,9 m Resolution Daily Integrated Clear-sky Potential Solar Radiation for the Summer Solstice Derived from the GMUG Bare-earth DEM,GMUG,9m,FALSE,1/1/15,12/31/21,2015,2021,Single,float32,watt-hours  per meter squared,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_topo_srad172_9m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_topo_srad172_9m_v1_metadata.xml
R5D016,Release5,Radiation,9 m Resolution Daily Integrated Clear-sky Potential Solar Radiation for the Winter Solstice Derived from the GMUG Bare-earth DEM,GMUG,9m,FALSE,1/1/15,12/31/21,2015,2021,Single,float32,watt-hours  per meter squared,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_topo_srad355_9m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_topo_srad355_9m_v1_metadata.xml
